fecha_ingreso,destino_provincia,destino_localidad,cantidad_certificados,cantidad_personas
2021-01-22,Santa Fe,San Cristóbal,1,1
2021-01-22,Santa Fe,Sancti Spiritu,4,4
2021-01-22,Santa Fe,San Eduardo,0,
2021-01-22,Santa Fe,San Eugenio,0,
2021-01-22,Santa Fe,San Fabián,0,
2021-01-22,Santa Fe,Sanford,0,
2021-01-22,Santa Fe,San Francisco de Santa Fe,0,
2021-01-22,Santa Fe,San Genaro,9,15
2021-01-22,Santa Fe,San Gregorio,6,15
2021-01-22,Santa Fe,San Guillermo,7,10
2021-01-22,Santa Fe,San Javier,24,47
2021-01-22,Santa Fe,San Jerónimo del Sauce,0,
2021-01-22,Santa Fe,San Jerónimo Norte,10,24
2021-01-22,Santa Fe,San Jerónimo Sud,0,
2021-01-22,Santa Fe,San Jorge,5,6
2021-01-22,Santa Fe,San José de la Esquina,3,4
2021-01-22,Santa Fe,San José del Rincón,12,20
2021-01-22,Santa Fe,San Justo,3,5
2021-01-22,Santa Fe,San Lorenzo,17,40
2021-01-22,Santa Fe,San Mariano,0,
2021-01-22,Santa Fe,San Martín de las Escobas,4,8
2021-01-22,Santa Fe,San Martín Norte,0,
2021-01-22,Santa Fe,Santa Clara de Buena Vista,0,
2021-01-22,Santa Fe,Santa Clara de Saguier,2,6
2021-01-22,Santa Fe,Santa Fe,189,318
2021-01-22,Santa Fe,Santa Isabel,3,9
2021-01-22,Santa Fe,Santa Margarita,0,
2021-01-22,Santa Fe,Santa María Centro,0,
2021-01-22,Santa Fe,Santa Rosa de Calchines,19,45
2021-01-22,Santa Fe,Santa Teresa,3,7
2021-01-22,Santa Fe,Santo Domingo,1,4
2021-01-22,Santa Fe,Santo Tomé,27,47
2021-01-22,Santa Fe,San Vicente,2,8
2021-01-22,Santa Fe,Sa Pereira,1,3
2021-01-22,Santa Fe,Sargento Cabral,0,
2021-01-22,Santa Fe,Sarmiento,0,
2021-01-22,Santa Fe,Sastre,4,6
2021-01-22,Santa Fe,Sauce Viejo,22,56
2021-01-22,Santa Fe,Serodino,0,
2021-01-22,Santa Fe,Soldini,1,1
2021-01-22,Santa Fe,Soledad,1,4
2021-01-22,Santa Fe,Soutomayor,0,
2021-01-22,Santa Fe,Suardi,0,
2021-01-22,Santa Fe,Sunchales,2,2
2021-01-22,Santa Fe,Susana,0,
2021-01-22,Santa Fe,Tacuarendí,2,3
2021-01-22,Santa Fe,Tacural,0,
2021-01-22,Santa Fe,Tacurales,0,
2021-01-22,Santa Fe,Tartagal,0,
2021-01-22,Santa Fe,Teodelina,2,5
2021-01-22,Santa Fe,Theobald,0,
2021-01-22,Santa Fe,Timbúes,4,5
2021-01-22,Santa Fe,Toba,0,
2021-01-22,Santa Fe,Tortugas,2,2
2021-01-22,Santa Fe,Tostado,0,
2021-01-22,Santa Fe,Totoras,2,9
2021-01-22,Santa Fe,Venado Tuerto,33,46
2021-01-22,Santa Fe,Vera,2,2
2021-01-22,Santa Fe,Vera y Pintado,6,11
2021-01-22,Santa Fe,Videla,0,
2021-01-22,Santa Fe,Vila,0,
2021-01-22,Santa Fe,Villa Amelia,0,
2021-01-22,Santa Fe,Villa Ana,2,3
2021-01-22,Santa Fe,Villa Cañás,5,16
2021-01-22,Santa Fe,Villa Constitución,10,13
2021-01-22,Santa Fe,Villada,0,
2021-01-22,Santa Fe,Villa Eloisa,1,2
2021-01-22,Santa Fe,Villa Gobernador Gálvez,3,10
2021-01-22,Santa Fe,Villa Guillermina,2,2
2021-01-22,Santa Fe,Villa Minetti,2,2
2021-01-22,Santa Fe,Villa Mugueta,0,
2021-01-22,Santa Fe,Villa Ocampo,17,29
2021-01-22,Santa Fe,Villa San José,3,9
2021-01-22,Santa Fe,Villa Saralegui,0,
2021-01-22,Santa Fe,Villa Trinidad,0,
2021-01-22,Santa Fe,Virginia,0,
2021-01-22,Santa Fe,Wheelwright,1,4
2021-01-22,Santa Fe,Zavalla,3,3
2021-01-22,Santa Fe,Zenón Pereyra,0,
2021-01-22,Tierra Del Fuego,Río Grande,47,86
2021-01-22,Tierra Del Fuego,Tolhuin,5,9
2021-01-22,Tierra Del Fuego,Ushuaia,499,895
2021-01-22,Tucumán,Acheral,27,42
2021-01-22,Tucumán,Agua Dulce y la Soledad,9,12
2021-01-22,Tucumán,Aguilares,28,41
2021-01-22,Tucumán,Alderetes,13,30
2021-01-22,Tucumán,Alpachiri y el Molino,0,
2021-01-22,Tucumán,Alto Verde y los Gucheas,3,6
2021-01-22,Tucumán,Amaichá del Valle,35,60
2021-01-22,Tucumán,Amberes,3,9
2021-01-22,Tucumán,Arcadia,1,1
2021-01-22,Tucumán,Atahona,2,5
2021-01-22,Tucumán,Banda del Río Salí,11,20
2021-01-22,Tucumán,Bella Vista,11,34
2021-01-22,Tucumán,Buena Vista,0,
2021-01-22,Tucumán,Burruyacú,7,11
2021-01-22,Tucumán,Capitán Cáceres,0,
2021-01-22,Tucumán,Cevil Redondo,1,4
2021-01-22,Tucumán,Choromoro,2,4
2021-01-22,Tucumán,Ciudacita,1,1
2021-01-22,Tucumán,Colalao del Valle,3,7
2021-01-22,Tucumán,Colombres,0,
2021-01-22,Tucumán,Concepción,48,89
2021-01-22,Tucumán,Delfín Gallo,1,3
2021-01-22,Tucumán,el Bracho y el Cevilar,0,
2021-01-22,Tucumán,El Cadillal,4,8
2021-01-22,Tucumán,El Chañar,0,
2021-01-22,Tucumán,El Manantial,0,
2021-01-22,Tucumán,El Mojón,0,
2021-01-22,Tucumán,El Mollar,56,111
2021-01-22,Tucumán,El Naranjito,0,
2021-01-22,Tucumán,el Naranjo y el Sunchal,0,
2021-01-22,Tucumán,El Polear,0,
2021-01-22,Tucumán,El Puestito,0,
2021-01-22,Tucumán,El Sacrificio,0,
2021-01-22,Tucumán,El Timbó,0,
2021-01-22,Tucumán,Escaba,1,3
2021-01-22,Tucumán,Esquina y Mancopa,1,4
2021-01-22,Tucumán,Estación Araoz y Tacanas,1,1
2021-01-22,Tucumán,Famaillá,5,16
2021-01-22,Tucumán,Gastona y Belicha,1,1
2021-01-22,Tucumán,Gobernador Garmendia,1,2
2021-01-22,Tucumán,Gobernador Piedrabuena,0,
2021-01-22,Tucumán,Graneros,1,1
2021-01-22,Tucumán,Huasa Pampa,0,
2021-01-22,Tucumán,Juan Bautista Alberdi,20,40
2021-01-22,Tucumán,La Cocha,4,8
2021-01-22,Tucumán,La Esperanza,0,
2021-01-22,Tucumán,La Florida y Luisiana,0,
2021-01-22,Tucumán,Lamadrid,2,3
2021-01-22,Tucumán,la Ramada y la Cruz,0,
2021-01-22,Tucumán,Las Cejas,1,4
2021-01-22,Tucumán,Las Talas,0,
2021-01-22,Tucumán,Las Talitas,8,11
2021-01-22,Tucumán,La Trinidad,1,1
2021-01-22,Tucumán,los Bulacio y los Villagra,0,
2021-01-22,Tucumán,Los Gómez,0,
2021-01-22,Tucumán,Los Nogales,1,1
2021-01-22,Tucumán,Los Pereyras,1,3
2021-01-22,Tucumán,Los Pérez,0,
2021-01-22,Tucumán,Los Puestos,2,2
2021-01-22,Tucumán,Los Ralos,3,8
2021-01-22,Tucumán,Los Sarmientos y la Tipa,2,4
2021-01-22,Tucumán,Los Sosas,0,
2021-01-22,Tucumán,Manuela Pedraza,0,
2021-01-22,Tucumán,Manuel García Fernández,0,
2021-01-22,Tucumán,Medinas,0,
2021-01-22,Tucumán,Monteagudo,1,3
2021-01-22,Tucumán,Monte Bello,0,
2021-01-22,Tucumán,Monteros,13,21
2021-01-22,Tucumán,Padre Monti,1,4
2021-01-22,Tucumán,Pampa Mayo,0,
2021-01-22,Tucumán,Quilmes y los Sueldos,0,
2021-01-22,Tucumán,Raco,4,8
2021-01-22,Tucumán,Ranchillos y San Miguel,27,63
2021-01-22,Tucumán,Río Chico y Nueva Trinidad,2,8
2021-01-22,Tucumán,Río Colorado,0,
2021-01-22,Tucumán,Río Seco,1,2
2021-01-22,Tucumán,Rumi Punco,0,
2021-01-22,Tucumán,San Andrés,1,1
2021-01-22,Tucumán,San Felipe y Santa Bárbara,0,
2021-01-22,Tucumán,San Ignacio,0,
2021-01-22,Tucumán,San Isidro de Lules,3,3
2021-01-22,Tucumán,San Javier,2,3
2021-01-22,Tucumán,San José de la Cocha,0,
2021-01-22,Tucumán,San Miguel de Tucumán,356,685
2021-01-22,Tucumán,San Pablo y Villa Nougués,0,
2021-01-22,Tucumán,San Pedro de Colalao,22,61
2021-01-22,Tucumán,San Pedro y San Antonio,0,
2021-01-22,Tucumán,Santa Ana,7,19
2021-01-22,Tucumán,Santa Cruz y la Tuna,0,
2021-01-22,Tucumán,Santa Lucía,1,1
2021-01-22,Tucumán,Santa Rosa de Leales,1,1
2021-01-22,Tucumán,Santa Rosa y los Rojo,0,
2021-01-22,Tucumán,Sargento Moya,0,
2021-01-22,Tucumán,Siete de Abril,0,
2021-01-22,Tucumán,Simoca,5,7
2021-01-22,Tucumán,Soldado Maldonado,0,
2021-01-22,Tucumán,Taco Ralo,5,14
2021-01-22,Tucumán,Tafí del Valle,209,399
2021-01-22,Tucumán,Tafí Viejo,43,71
2021-01-22,Tucumán,Tapia,0,
2021-01-22,Tucumán,Teniente Berdina,0,
2021-01-22,Tucumán,Trancas,2,5
2021-01-22,Tucumán,Villa Belgrano,0,
2021-01-22,Tucumán,Villa Benjamín Aráoz y el Tajamar,0,
2021-01-22,Tucumán,Villa Chicligasta,0,
2021-01-22,Tucumán,Villa de Leales,8,11
2021-01-22,Tucumán,Villa Quinteros,6,18
2021-01-22,Tucumán,Yánima,0,
2021-01-22,Tucumán,Yerba Buena,28,51
2021-01-22,Tucumán,Yerba Buena (S),4,11
2021-01-23,Buenos Aires,Adolfo Gonzáles Chaves,85,136
2021-01-23,Buenos Aires,Aguas Verdes,237,548
2021-01-23,Buenos Aires,Alberti,9,13
2021-01-23,Buenos Aires,Almirante Brown,53,87
2021-01-23,Buenos Aires,ARRECIFES,13,35
2021-01-23,Buenos Aires,Arroyo Pareja,1,2
2021-01-23,Buenos Aires,Ayacucho,14,31
2021-01-23,Buenos Aires,Azul,50,102
2021-01-23,Buenos Aires,Bahía Blanca,211,383
2021-01-23,Buenos Aires,Bahía San Blas,143,328
2021-01-23,Buenos Aires,Balcarce,156,275
2021-01-23,Buenos Aires,Balneario La Chiquita,12,29
2021-01-23,Buenos Aires,Baradero,162,346
2021-01-23,Buenos Aires,Benito Juárez,7,10
2021-01-23,Buenos Aires,Bolívar,26,50
2021-01-23,Buenos Aires,Bragado,51,100
2021-01-23,Buenos Aires,Brandsen,14,29
2021-01-23,Buenos Aires,Campana,43,72
2021-01-23,Buenos Aires,Cañuelas,24,55
2021-01-23,Buenos Aires,Capilla del Señor,12,28
2021-01-23,Buenos Aires,Capitán Sarmiento,43,94
2021-01-23,Buenos Aires,Carhué,57,115
2021-01-23,Buenos Aires,Cariló,612,1351
2021-01-23,Buenos Aires,Carlos Casares,8,17
2021-01-23,Buenos Aires,Carlos Keen,1,1
2021-01-23,Buenos Aires,Carmen de Areco,97,245
2021-01-23,Buenos Aires,Carmen de Patagones,21,53
2021-01-23,Buenos Aires,Centinela del mar,4,15
2021-01-23,Buenos Aires,Chapadmalal,251,519
2021-01-23,Buenos Aires,Chascomús,1010,2070
2021-01-23,Buenos Aires,Claromecó,379,844
2021-01-23,Buenos Aires,Copetonas,6,9
2021-01-23,Buenos Aires,Coronel Dorrego,30,79
2021-01-23,Buenos Aires,Coronel Pringles,18,40
2021-01-23,Buenos Aires,Coronel Rosales,86,231
2021-01-23,Buenos Aires,Coronel Suárez,24,47
2021-01-23,Buenos Aires,Costa Azul,261,620
2021-01-23,Buenos Aires,Costa Chica,35,95
2021-01-23,Buenos Aires,Costa del Este,514,1203
2021-01-23,Buenos Aires,Costa Esmeralda,156,265
2021-01-23,Buenos Aires,Cura Malal,0,
2021-01-23,Buenos Aires,Dolores,134,245
2021-01-23,Buenos Aires,Ensenada,9,16
2021-01-23,Buenos Aires,Escobar,74,177
2021-01-23,Buenos Aires,Esteban Echeverría,34,55
2021-01-23,Buenos Aires,Exaltación de la Cruz,29,52
2021-01-23,Buenos Aires,Florencio Varela,54,109
2021-01-23,Buenos Aires,Florentino Ameghino,1,1
2021-01-23,Buenos Aires,Fortín Mercedes,1,1
2021-01-23,Buenos Aires,General Alvarado,47,95
2021-01-23,Buenos Aires,General Alvear,5,11
2021-01-23,Buenos Aires,General Belgrano,129,280
2021-01-23,Buenos Aires,General La Madrid,7,13
2021-01-23,Buenos Aires,General las Heras,8,14
2021-01-23,Buenos Aires,General Lavalle,24,41
2021-01-23,Buenos Aires,General Madariaga,41,76
2021-01-23,Buenos Aires,General Paz,6,10
2021-01-23,Buenos Aires,General Pueyrredón,58,119
2021-01-23,Buenos Aires,General Rodríguez,28,50
2021-01-23,Buenos Aires,General Viamonte,4,5
2021-01-23,Buenos Aires,General Villegas,9,20
2021-01-23,Buenos Aires,Guamini,147,341
2021-01-23,Buenos Aires,Henderson,5,5
2021-01-23,Buenos Aires,Hipólito Yrigoyen,0,
2021-01-23,Buenos Aires,Huanguelen,0,
2021-01-23,Buenos Aires,J. A. Pradere,0,
2021-01-23,Buenos Aires,José B. Casas,0,
2021-01-23,Buenos Aires,Junín,152,309
2021-01-23,Buenos Aires,Lago Parque La Salada,33,98
2021-01-23,Buenos Aires,La Plata,249,432
2021-01-23,Buenos Aires,Laprida,41,95
2021-01-23,Buenos Aires,Las Flores,25,48
2021-01-23,Buenos Aires,Las Gaviotas,330,968
2021-01-23,Buenos Aires,Las Toninas,1137,2766
2021-01-23,Buenos Aires,Lezama,41,79
2021-01-23,Buenos Aires,Lincoln,14,22
2021-01-23,Buenos Aires,Lobería,86,186
2021-01-23,Buenos Aires,Lobos,294,661
2021-01-23,Buenos Aires,Loma Verde,3,5
2021-01-23,Buenos Aires,Los Pocitos,2,5
2021-01-23,Buenos Aires,Los Toldos,4,8
2021-01-23,Buenos Aires,Lucila del Mar,482,1039
2021-01-23,Buenos Aires,Lujan,48,108
2021-01-23,Buenos Aires,Magdalena,157,307
2021-01-23,Buenos Aires,Mar Azul,619,1559
2021-01-23,Buenos Aires,Mar Chiquita,192,413
2021-01-23,Buenos Aires,Marcos Paz,10,22
2021-01-23,Buenos Aires,Mar de Ajó,1442,3153
2021-01-23,Buenos Aires,Mar de Cobo,107,255
2021-01-23,Buenos Aires,Mar de las Pampas,704,1716
2021-01-23,Buenos Aires,Mar del Plata,7411,13901
2021-01-23,Buenos Aires,Mar del Sud,97,208
2021-01-23,Buenos Aires,Mar del Tuyú,1913,4349
2021-01-23,Buenos Aires,Marisol,91,214
2021-01-23,Buenos Aires,Mechongué,0,
2021-01-23,Buenos Aires,Mercedes,30,77
2021-01-23,Buenos Aires,Miramar,1574,3365
2021-01-23,Buenos Aires,Monte,33,88
2021-01-23,Buenos Aires,Monte Hermoso,3137,7282
2021-01-23,Buenos Aires,Necochea,1345,3117
2021-01-23,Buenos Aires,Nueva Atlantis,426,1037
2021-01-23,Buenos Aires,Olavarría,67,121
2021-01-23,Buenos Aires,Orense,45,83
2021-01-23,Buenos Aires,Ostende,395,906
2021-01-23,Buenos Aires,Otamendi,2,2
2021-01-23,Buenos Aires,Pedro Luro,24,65
2021-01-23,Buenos Aires,Pehuen Co,617,1414
2021-01-23,Buenos Aires,Pellegrini,2,6
2021-01-23,Buenos Aires,Pergamino,42,107
2021-01-23,Buenos Aires,Pigüé,19,38
2021-01-23,Buenos Aires,Pilar,63,116
2021-01-23,Buenos Aires,Pinamar,2664,5067
2021-01-23,Buenos Aires,Pinar del Sol - Villa Robles,1,1
2021-01-23,Buenos Aires,Puán,14,26
2021-01-23,Buenos Aires,Pueblo San José,0,
2021-01-23,Buenos Aires,Pueblo Santa María,1,3
2021-01-23,Buenos Aires,Punta Alta,48,88
2021-01-23,Buenos Aires,Punta Indio,82,203
2021-01-23,Buenos Aires,Punta Lara,32,75
2021-01-23,Buenos Aires,Quequén,105,218
2021-01-23,Buenos Aires,Ramallo,58,130
2021-01-23,Buenos Aires,Ranchos,6,14
2021-01-23,Buenos Aires,Rauch,21,33
2021-01-23,Buenos Aires,Reta,215,529
2021-01-23,Buenos Aires,Rivadavia,8,23
2021-01-23,Buenos Aires,Rojas,22,33
2021-01-23,Buenos Aires,Roque Pérez,34,62
2021-01-23,Buenos Aires,Saavedra,8,23
2021-01-23,Buenos Aires,Saladillo,39,103
2021-01-23,Buenos Aires,Saldungaray,15,31
2021-01-23,Buenos Aires,Salliqueló,3,6
2021-01-23,Buenos Aires,San Andrés de las Sierras,12,35
2021-01-23,Buenos Aires,San Antonio de Areco,167,316
2021-01-23,Buenos Aires,San Bernardo,2287,4809
2021-01-23,Buenos Aires,San Cayetano,59,160
2021-01-23,Buenos Aires,San Clemente del Tuyú,2555,5969
2021-01-23,Buenos Aires,San Mayol,0,
2021-01-23,Buenos Aires,San Miguel del Monte,182,404
2021-01-23,Buenos Aires,San Nicolás,109,219
2021-01-23,Buenos Aires,San Pedro,365,842
2021-01-23,Buenos Aires,Santa Clara del Mar,764,1743
2021-01-23,Buenos Aires,Santa Teresita,1937,4448
2021-01-23,Buenos Aires,Sierra de la Ventana,400,960
2021-01-23,Buenos Aires,Sierra de los Padres,55,119
2021-01-23,Buenos Aires,Stroeder,1,2
2021-01-23,Buenos Aires,Suipacha,7,23
2021-01-23,Buenos Aires,Tandil,662,1337
2021-01-23,Buenos Aires,Tapalqué,15,31
2021-01-23,Buenos Aires,Tigre,273,492
2021-01-23,Buenos Aires,Tomás Jofré,16,30
2021-01-23,Buenos Aires,Tordillo,1,3
2021-01-23,Buenos Aires,Tornquist,41,92
2021-01-23,Buenos Aires,Trenque Lauquen,32,72
2021-01-23,Buenos Aires,Tres Arroyos,64,129
2021-01-23,Buenos Aires,Uribelarrea,23,51
2021-01-23,Buenos Aires,Valeria del Mar,801,1816
2021-01-23,Buenos Aires,Veinticinco de Mayo,58,124
2021-01-23,Buenos Aires,Villa Cacique / Barquer,0,
2021-01-23,Buenos Aires,Villa del Mar,2,5
2021-01-23,Buenos Aires,Villa Gesell,3524,7592
2021-01-23,Buenos Aires,Villa la Arcadia,7,22
2021-01-23,Buenos Aires,Villalonga,3,6
2021-01-23,Buenos Aires,Villanueva,13,25
2021-01-23,Buenos Aires,Villarino,34,91
2021-01-23,Buenos Aires,Villa Serrana de la Gruta,3,4
2021-01-23,Buenos Aires,Villa Turística 7 de Marzo,0,
2021-01-23,Buenos Aires,Villa Ventana,112,230
2021-01-23,Buenos Aires,Zárate,115,220
2021-01-23,Catamarca,Aconquija,406,715
2021-01-23,Catamarca,Ancasti,45,92
2021-01-23,Catamarca,Andalgalá,51,84
2021-01-23,Catamarca,Antofagasta de la Sierra,5,9
2021-01-23,Catamarca,Belén,15,47
2021-01-23,Catamarca,Chumbicha,7,10
2021-01-23,Catamarca,El Alto,342,688
2021-01-23,Catamarca,El Rodeo,59,105
2021-01-23,Catamarca,Fiambalá,50,95
2021-01-23,Catamarca,Fray Mamerto Esquiú,16,43
2021-01-23,Catamarca,Hualfín,0,
2021-01-23,Catamarca,Huillapima,35,58
2021-01-23,Catamarca,Icaño,6,14
2021-01-23,Catamarca,La Puerta,15,54
2021-01-23,Catamarca,Las Juntas,34,88
2021-01-23,Catamarca,Los Altos,77,147
2021-01-23,Catamarca,Los Varela,0,
2021-01-23,Catamarca,Paclín,74,221
2021-01-23,Catamarca,Pomán,19,49
2021-01-23,Catamarca,Puerta de Corral Quemado,0,
2021-01-23,Catamarca,Puerta de San José,1,2
2021-01-23,Catamarca,Recreo,17,37
2021-01-23,Catamarca,San Fernando del Valle de Catamarca,532,1108
2021-01-23,Catamarca,San José,0,
2021-01-23,Catamarca,Santa María,51,113
2021-01-23,Catamarca,Saujil,2,5
2021-01-23,Catamarca,Tinogasta,41,99
2021-01-23,Catamarca,Valle Viejo,69,115
2021-01-23,Catamarca,Villa Vil,0,
2021-01-23,Chubut,28 de Julio,24,47
2021-01-23,Chubut,Aldea Apeleg,2,2
2021-01-23,Chubut,Aldea Beleiro,2,9
2021-01-23,Chubut,Aldea Epulef,0,
2021-01-23,Chubut,Alto Río Senguer,27,62
2021-01-23,Chubut,Buen Pasto,0,
2021-01-23,Chubut,Camarones,5,15
2021-01-23,Chubut,Carrenleufú,0,
2021-01-23,Chubut,Cerro Centinela,0,
2021-01-23,Chubut,Cerro Cóndor,0,
2021-01-23,Chubut,Cholila,87,195
2021-01-23,Chubut,Colan Conhué,0,
2021-01-23,Chubut,Comodoro Rivadavia,161,333
2021-01-23,Chubut,Corcovado,8,16
2021-01-23,Chubut,Cushamen,4,9
2021-01-23,Chubut,Dique Florentino Ameghino,9,19
2021-01-23,Chubut,Doctor Atilio Viglione,1,2
2021-01-23,Chubut,Doctor Ricardo Rojas,0,
2021-01-23,Chubut,Dolavon,5,9
2021-01-23,Chubut,El Escorial,0,
2021-01-23,Chubut,El Hoyo,163,413
2021-01-23,Chubut,El Maitén,27,64
2021-01-23,Chubut,Epuyén,51,105
2021-01-23,Chubut,Esquel,327,645
2021-01-23,Chubut,Facundo,2,2
2021-01-23,Chubut,Gaiman,6,18
2021-01-23,Chubut,Gan Gan,0,
2021-01-23,Chubut,Gastre,2,2
2021-01-23,Chubut,Gobernador Costa,6,12
2021-01-23,Chubut,Gualjaina,14,30
2021-01-23,Chubut,José de San Martín,1,4
2021-01-23,Chubut,Lago Blanco,0,
2021-01-23,Chubut,Lago Puelo,254,584
2021-01-23,Chubut,Lagunita Salada,0,
2021-01-23,Chubut,Las Plumas,0,
2021-01-23,Chubut,Los Altares,1,2
2021-01-23,Chubut,Paso de Indios,3,6
2021-01-23,Chubut,Paso del Sapo,0,
2021-01-23,Chubut,Playa Unión,34,59
2021-01-23,Chubut,Puerto Madryn,449,1006
2021-01-23,Chubut,Puerto Pirámides,47,138
2021-01-23,Chubut,Rada Tilly,11,19
2021-01-23,Chubut,Río Mayo,5,9
2021-01-23,Chubut,Río Pico,18,52
2021-01-23,Chubut,Sarmiento,26,46
2021-01-23,Chubut,Tecka,0,
2021-01-23,Chubut,Telsen,0,
2021-01-23,Chubut,Trelew,125,224
2021-01-23,Chubut,Trevelin,101,289
2021-01-23,Cordoba,Achiras,141,292
2021-01-23,Cordoba,Adelia María,17,30
2021-01-23,Cordoba,Agua de Oro,28,74
2021-01-23,Cordoba,Alcira Gigena,0,
2021-01-23,Cordoba,Aldea Santa María,10,18
2021-01-23,Cordoba,Alejandro Roca,4,17
2021-01-23,Cordoba,Alejo Ledesma,0,
2021-01-23,Cordoba,Alicia,1,2
2021-01-23,Cordoba,Almafuerte,23,48
2021-01-23,Cordoba,Alpa Corral,147,293
2021-01-23,Cordoba,Alta Gracia,220,430
2021-01-23,Cordoba,Alto Alegre,3,9
2021-01-23,Cordoba,Alto de los Quebrachos,0,
2021-01-23,Cordoba,Altos de Chipion,2,5
2021-01-23,Cordoba,Amboy,19,61
2021-01-23,Cordoba,Ámbul,1,4
2021-01-23,Cordoba,Ana Zumarán,0,
2021-01-23,Cordoba,Anisacate,37,99
2021-01-23,Cordoba,Arias,7,18
2021-01-23,Cordoba,Arroyito,5,10
2021-01-23,Cordoba,Arroyo Algodón,1,1
2021-01-23,Cordoba,Arroyo Cabral,1,3
2021-01-23,Cordoba,Arroyo de los Patos,48,109
2021-01-23,Cordoba,Assunta,0,
2021-01-23,Cordoba,Atahona,0,
2021-01-23,Cordoba,Ausonia,0,
2021-01-23,Cordoba,Avellaneda,0,
2021-01-23,Cordoba,Ballesteros,0,
2021-01-23,Cordoba,Ballesteros Sud,0,
2021-01-23,Cordoba,Balnearia,3,8
2021-01-23,Cordoba,Bañado de Soto,3,6
2021-01-23,Cordoba,Bell Ville,29,55
2021-01-23,Cordoba,Bengolea,0,
2021-01-23,Cordoba,Benjamín Gould,0,
2021-01-23,Cordoba,Berrotarán,12,20
2021-01-23,Cordoba,Bialet Massé,151,344
2021-01-23,Cordoba,Bouwer,1,1
2021-01-23,Cordoba,Brinkmann,1,1
2021-01-23,Cordoba,Buchardo,0,
2021-01-23,Cordoba,Bulnes,0,
2021-01-23,Cordoba,Cabalango,81,201
2021-01-23,Cordoba,Calchín,1,1
2021-01-23,Cordoba,Calchín Oeste,0,
2021-01-23,Cordoba,Calmayo,1,4
2021-01-23,Cordoba,Camilo Aldao,3,3
2021-01-23,Cordoba,Caminiaga,0,
2021-01-23,Cordoba,Canals,9,22
2021-01-23,Cordoba,Candelaria Sud,0,
2021-01-23,Cordoba,Cañada de Luque,0,
2021-01-23,Cordoba,Cañada de Machado,0,
2021-01-23,Cordoba,Cañada de Río Pinto,0,
2021-01-23,Cordoba,Capilla del Carmen,0,
2021-01-23,Cordoba,Capilla del Monte,372,739
2021-01-23,Cordoba,Capilla de los Remedios,0,
2021-01-23,Cordoba,Capilla de Sitón,0,
2021-01-23,Cordoba,Capitán General Bernardo O'Higgins,1,5
2021-01-23,Cordoba,Carnerillo,0,
2021-01-23,Cordoba,Carrilobo,0,
2021-01-23,Cordoba,Casa Grande,25,65
2021-01-23,Cordoba,Cavanagh,0,
2021-01-23,Cordoba,Cerro Colorado,4,15
2021-01-23,Cordoba,Chaján,0,
2021-01-23,Cordoba,Chancaní,0,
2021-01-23,Cordoba,Chañar Viejo,0,
2021-01-23,Cordoba,Charbonier,5,15
2021-01-23,Cordoba,Charras,0,
2021-01-23,Cordoba,Chazón,0,
2021-01-23,Cordoba,Chilibroste,0,
2021-01-23,Cordoba,Chucul,0,
2021-01-23,Cordoba,Chuña,0,
2021-01-23,Cordoba,Chuña Huasi,0,
2021-01-23,Cordoba,Churqui Cañada,0,
2021-01-23,Cordoba,Ciénaga del Coro,0,
2021-01-23,Cordoba,Cintra,0,
2021-01-23,Cordoba,Colazo,0,
2021-01-23,Cordoba,Colonia Anita,0,
2021-01-23,Cordoba,Colonia Barge,0,
2021-01-23,Cordoba,Colonia Bismarck,0,
2021-01-23,Cordoba,Colonia Bremen,0,
2021-01-23,Cordoba,Colonia Caroya,10,26
2021-01-23,Cordoba,Colonia Italiana,0,
2021-01-23,Cordoba,Colonia las Cuatro Esquinas,0,
2021-01-23,Cordoba,Colonia las Pichanas,0,
2021-01-23,Cordoba,Colonia Marina,0,
2021-01-23,Cordoba,Colonia Prosperidad,0,
2021-01-23,Cordoba,Colonia San Bartolomé,0,
2021-01-23,Cordoba,Colonia San Pedro,0,
2021-01-23,Cordoba,Colonia Tirolesa,0,
2021-01-23,Cordoba,Colonia Vicente Agüero,0,
2021-01-23,Cordoba,Colonia Vignaud,0,
2021-01-23,Cordoba,Comechingones,0,
2021-01-23,Cordoba,Conlara,0,
2021-01-23,Cordoba,Copacabana,0,
2021-01-23,Cordoba,Córdoba,1283,2349
2021-01-23,Cordoba,Coronel Baigorria,2,9
2021-01-23,Cordoba,Coronel Moldes,5,10
2021-01-23,Cordoba,Corral de Bustos,12,26
2021-01-23,Cordoba,Corralito,0,
2021-01-23,Cordoba,Cosquín,260,535
2021-01-23,Cordoba,Costa Sacate,1,2
2021-01-23,Cordoba,Cruz Alta,0,
2021-01-23,Cordoba,Cruz de Caña,10,18
2021-01-23,Cordoba,Cruz del Eje,51,110
2021-01-23,Cordoba,Cuesta Blanca,34,58
2021-01-23,Cordoba,Dalmacio Vélez Sarsfield,3,6
2021-01-23,Cordoba,Deán Funes,29,53
2021-01-23,Cordoba,Del Campillo,2,6
2021-01-23,Cordoba,Despeñaderos,4,7
2021-01-23,Cordoba,Devoto,1,1
2021-01-23,Cordoba,Diego de Rojas,0,
2021-01-23,Cordoba,Dique Chico,1,1
2021-01-23,Cordoba,El Arañado,0,
2021-01-23,Cordoba,El Brete,0,
2021-01-23,Cordoba,El Chacho,0,
2021-01-23,Cordoba,El Crispín,0,
